timestamp,coin,open,close,high,low,volume,datetime
1606780800000,PAS,0.00065417,0.00062366,0.00065417,0.00062366,51000.0,2020-12-01 00:00:00
1606867200000,PAS,0.00067,0.000675,0.000675,0.00067,9000.0,2020-12-02 00:00:00
1606888800000,PAS,0.000675,0.0006779,0.000678,0.000675,394000.0,2020-12-02 06:00:00
1606953600000,PAS,0.00067461,0.00067461,0.00067461,0.00067461,1996.798,2020-12-03 00:00:00
1607148000000,PAS,0.0006778,0.0006776,0.0006778,0.0006776,9000.0,2020-12-05 06:00:00
1607169600000,PAS,0.000615,0.00061929,0.00061929,0.000615,107752.21838194,2020-12-05 12:00:00
1607234400000,PAS,0.00061618,0.00061618,0.00061618,0.00061618,3000.0,2020-12-06 06:00:00
1607342400000,PAS,0.00061929,0.00062239,0.00062239,0.00061929,20000.0,2020-12-07 12:00:00
1607364000000,PAS,0.00062239,0.000615,0.00062239,0.000615,7642.95545438,2020-12-07 18:00:00
1607385600000,PAS,0.000615,0.00062239,0.00062239,0.0006,50929.04454562,2020-12-08 00:00:00
1607450400000,PAS,0.00062239,0.00062239,0.00062239,0.00062239,100000.0,2020-12-08 18:00:00
1607623200000,PAS,0.00062,0.00062239,0.00062239,0.00062,100000.0,2020-12-10 18:00:00
1607644800000,PAS,0.00067,0.000668,0.00067,0.0006633,14900.0,2020-12-11 00:00:00
1607752800000,PAS,0.000668,0.00063985,0.00067134,0.00063985,325600.0,2020-12-12 06:00:00
1607947200000,PAS,0.00067133,0.00066797,0.00067133,0.00066463,16000.0,2020-12-14 12:00:00
1607968800000,PAS,0.00066463,0.00066,0.00066463,0.000355,504788.8,2020-12-14 18:00:00
1608033600000,PAS,0.000371,0.00036573,0.000371,0.00036573,114771.257302,2020-12-15 12:00:00
1608055200000,PAS,0.000592,0.000592,0.000592,0.000592,2900.0,2020-12-15 18:00:00
1608120000000,PAS,0.00057,0.00061,0.00061,0.00057,58536.0,2020-12-16 12:00:00
1608141600000,PAS,0.00037456,0.00037456,0.00037456,0.00037456,99800.0,2020-12-16 18:00:00
1608163200000,PAS,0.00058764,0.00058764,0.00058764,0.00058764,20600.0,2020-12-17 00:00:00
1608184800000,PAS,0.00058,0.00057479,0.00058,0.00057421,143101.35770999998,2020-12-17 06:00:00
1608206400000,PAS,0.00057443,0.00057982,0.00057982,0.00057443,376552.99169,2020-12-17 12:00:00
1608228000000,PAS,0.00057982,0.00057982,0.00057982,0.00057569,49827.666272,2020-12-17 18:00:00
1608292800000,PAS,0.000579,0.00057982,0.00057982,0.000579,122084.595157,2020-12-18 12:00:00
1608400800000,PAS,0.000578,0.000578,0.000578,0.000578,7000.0,2020-12-19 18:00:00
1608465600000,PAS,0.00057982,0.00057982,0.00057982,0.00057982,100000.0,2020-12-20 12:00:00
1608508800000,PAS,0.000578,0.00057155,0.000578,0.00057155,105388.07206261001,2020-12-21 00:00:00
1608573600000,PAS,0.00055,0.00057982,0.00057982,0.00054858,123755.08700461,2020-12-21 18:00:00
